Nombre,Teléfono,Correo,Dirección,Marca,País,Código postal,Repuestos,Total,Token,Prueba,Notifica encargado,Día,Notifica gerente,Dominio,Envío,Código recepción,Email Correcto
Shaeleigh Yang,1-893-156-4630,semper@protonmail.net,261-7442 Laoreet St.,Nissan,Spain,380565,5,$19.98,AEH72EPC2FF,Yes,No,04/16/2023,No,protonmail,Internacional,380565AEH72EPC2FF,
Dean Lamb,(801) 428-7276,nullam.velit@icloud.net,"P.O. Box 404, 4413 Ut Street",Volvo,Spain,3482,8,$98.04,CXT48QEL2TV,Yes,No,06/07/2023,Yes,icloud,Internacional,3482CXT48QEL2TV,
Brock Mosley,(243) 512-1541,est.mauris@protonmail.edu,Ap #799-3520 Consequat Rd.,Nissan,Costa Rica,7542,3,$99.75,MWF86LIQ6HT,No,Yes,04/18/2022,Yes,protonmail,Internacional,7542MWF86LIQ6HT,
Reed Holloway,1-250-527-6123,a.purus@google.org,"178-6764 At, Ave",Mazda,China,940705,7,$79.10,SHT86UON4HH,No,Yes,07/12/2022,No,google,Internacional,940705SHT86UON4HH,
Tarik Maynard,(653) 284-7171,non.luctus@hotmail.edu,186-9618 Maecenas Avenue,Audi,Italy,716878,7,$87.95,XAR31GOR3JS,No,Yes,01/06/2023,Yes,hotmail,Internacional,716878XAR31GOR3JS,
Hannah Finley,(782) 782-6529,malesuada.augue.ut@icloud.org,"Ap #146-4247 In, Avenue",Mazda,New Zealand,78-77,4,$59.71,HTJ49DFE1EU,Yes,Yes,05/14/2023,,,,,
Kitra Sears,(406) 577-4546,aenean.eget@outlook.com,620-6916 Cubilia Rd.,Volvo,South Korea,21274,3,$72.00,YHO34EMT8VM,Yes,No,05/08/2023,No,outlook,Internacional,21274YHO34EMT8VM,
Regan Mason,1-508-528-7721,velit.pellentesque.ultricies@hotmail.ca,260-9388 In Ave,Volvo,Brazil,26928,1,$71.92,DDA72TWP2SD,Yes,No,09/04/2021,No,hotmail,Internacional,26928DDA72TWP2SD,
Leo Fischer,(486) 321-2655,nisi.cum@google.ca,Ap #684-7825 Elit. Street,BMW,Germany,25227,5,$29.80,PYI85NWU2ZC,Yes,No,07/19/2022,No,google,Internacional,25227PYI85NWU2ZC,
Shelley Porter,1-951-392-2285,risus.at.fringilla@icloud.edu,Ap #508-9960 Cras Street,Audi,United States,125787,5,$27.41,TLG18TON7OU,No,Yes,09/01/2023,No,icloud,Local,125787TLG18TON7OU,
